log Kd (L/kg),log D (L/kg),molecular weight (g/mol),positive charges,negative charges,Log S (mol/L) at pH 7,number of aromatic rings,molecular volume  (cm3/mol/100),estimated log KOC  (L/kg),surface area (m2/g),O wt%,delta_PZCpH,PZC
5.391658780642046,-1.45,330.7,0,1,-3.18,1,2.06,2.04,1757.0,8.42,-0.7000000000000002,6.2
5.767942529869095,1.85,250.3,0,1,-0.73,1,2.4,2.64,2142.0,9.19,-2.1000000000000005,4.8
5.42441490420366,1.85,250.3,0,1,-0.73,1,2.4,2.64,1757.0,8.42,-0.7000000000000002,6.2
5.934039123351037,0.6,733.9,1,0,-0.27,0,6.07,2.75,2142.0,9.19,-2.1000000000000005,4.8
5.698970004336019,0.6,733.9,1,0,-0.27,0,6.07,2.75,1757.0,8.42,-0.7000000000000002,6.2
5.835877003983764,-0.86,331.347,1,1,-2.27,1,2.3047,1.55,2142.0,9.19,-2.1000000000000005,4.8
5.276679242123818,-0.86,331.347,1,1,-2.27,1,2.3047,1.55,1757.0,8.42,-0.7000000000000002,6.2
5.77887492392231,1.38,296.2,0,1,-1.3,2,2.07,2.66,2142.0,9.19,-2.1000000000000005,4.8
5.31679054302252,1.38,296.2,0,1,-1.3,2,2.07,2.66,1757.0,8.42,-0.7000000000000002,6.2
5.909592913565959,0.97,361.8,0,1,-1.69,2,2.87,2.62,2142.0,9.19,-2.1000000000000005,4.8
5.670064746114909,0.97,361.8,0,1,-1.69,2,2.87,2.62,1757.0,8.42,-0.7000000000000002,6.2
6.223049287994964,2.77,236.3,0,0,-3.79,2,1.87,3.12,2142.0,9.19,-2.1000000000000005,4.8
5.58357658563395,2.77,236.3,0,0,-3.79,2,1.87,3.12,1757.0,8.42,-0.7000000000000002,6.2
6.254377974443275,-3.06,749.0,1,0,0.38,0,6.33,3.5,2142.0,9.19,-2.1000000000000005,4.8
5.909592913565959,-3.06,749.0,1,0,0.38,0,6.33,3.5,1757.0,8.42,-0.7000000000000002,6.2
5.306995042702608,-1.64,239.2,1,0,1.2,1,2.08,1.52,1276.0,1.7,1.5999999999999996,8.5
4.829873787982946,-1.64,239.2,1,0,1.2,1,2.08,1.52,850.0,5.66,0.8999999999999995,7.8
5.509650479546582,0.14,253.28,0,1,-1.03,1,1.72,2.41,1276.0,1.7,1.5999999999999996,8.5
5.113943352306837,0.14,253.28,0,1,-1.03,1,1.72,2.41,850.0,5.66,0.8999999999999995,7.8
5.3802112417116055,0.92,290.3,1,0,-2.42,1,2.21,2.86,1276.0,1.7,1.5999999999999996,8.5
4.977723605288848,0.92,290.3,1,0,-2.42,1,2.21,2.86,850.0,5.66,0.8999999999999995,7.8
5.511040343279225,0.74,277.4,1,0,-0.57,1,2.62,2.94,1276.0,1.7,1.5999999999999996,8.5
4.956233444078783,0.74,277.4,1,0,-0.57,1,2.62,2.94,850.0,5.66,0.8999999999999995,7.8
5.427774533135544,0.59,263.4,1,0,-0.31,1,2.36,3.24,1276.0,1.7,1.5999999999999996,8.5
4.810863182189237,0.59,263.4,1,0,-0.31,1,2.36,3.24,850.0,5.66,0.8999999999999995,7.8
5.218636837064837,-0.8,361.4,0,0,-2.21,1,2.44,1.09,1276.0,1.7,1.5999999999999996,8.5
4.276206411938949,-0.8,361.4,0,0,-2.21,1,2.44,1.09,850.0,5.66,0.8999999999999995,7.8
5.716454558721519,-0.47,267.3,1,0,0.3,1,2.59,2.06,1276.0,1.7,1.5999999999999996,8.5
5.21062290922994,-0.47,267.3,1,0,0.3,1,2.59,2.06,850.0,5.66,0.8999999999999995,7.8
5.561834989367249,-1.24,267.3,0,1,-1.47,1,3.3,1.23,1276.0,1.7,1.5999999999999996,8.5
5.114394567393557,-1.24,267.3,0,1,-1.47,1,3.3,1.23,850.0,5.66,0.8999999999999995,7.8
4.9424673809148425,0.72,254.3,0,1,-0.85,2,2.12,2.59,1276.0,1.7,1.5999999999999996,8.5
4.725616357065451,0.72,254.3,0,1,-0.85,2,2.12,2.59,850.0,5.66,0.8999999999999995,7.8
4.954242509439325,-0.44,791.1,0,0,-2.24,1,3.64,1.0,1276.0,1.7,1.5999999999999996,8.5
4.276206411938949,-0.44,791.1,0,0,-2.24,1,3.64,1.0,850.0,5.66,0.8999999999999995,7.8
5.252074109402483,-1.45,330.7,0,1,-3.18,1,2.06,2.04,1276.0,1.7,1.5999999999999996,8.5
4.989791279485452,-1.45,330.7,0,1,-3.18,1,2.06,2.04,850.0,5.66,0.8999999999999995,7.8
5.5351132016973486,1.85,250.3,0,1,-0.73,1,2.4,2.64,1276.0,1.7,1.5999999999999996,8.5
5.0,1.85,250.3,0,1,-0.73,1,2.4,2.64,850.0,5.66,0.8999999999999995,7.8
5.471692503008264,0.6,733.9,1,0,-0.27,0,6.07,2.75,1276.0,1.7,1.5999999999999996,8.5
5.0906287849780645,0.6,733.9,1,0,-0.27,0,6.07,2.75,850.0,5.66,0.8999999999999995,7.8
4.954242509439325,-0.86,331.347,1,1,-2.27,1,2.3047,1.55,1276.0,1.7,1.5999999999999996,8.5
4.653212513775344,-0.86,331.347,1,1,-2.27,1,2.3047,1.55,850.0,5.66,0.8999999999999995,7.8
5.505149978319905,1.38,296.2,0,1,-1.3,2,2.07,2.66,1276.0,1.7,1.5999999999999996,8.5
4.977723605288848,1.38,296.2,0,1,-1.3,2,2.07,2.66,850.0,5.66,0.8999999999999995,7.8
5.496006598880035,0.97,361.8,0,1,-1.69,2,2.87,2.62,1276.0,1.7,1.5999999999999996,8.5
4.959774998039286,0.97,361.8,0,1,-1.69,2,2.87,2.62,850.0,5.66,0.8999999999999995,7.8
5.598425706672868,2.77,236.3,0,0,-3.79,2,1.87,3.12,1276.0,1.7,1.5999999999999996,8.5
5.139429273329537,2.77,236.3,0,0,-3.79,2,1.87,3.12,850.0,5.66,0.8999999999999995,7.8
5.458928249893645,-3.06,749.0,1,0,0.38,0,6.33,3.5,1276.0,1.7,1.5999999999999996,8.5
4.856868258565682,-3.06,749.0,1,0,0.38,0,6.33,3.5,850.0,5.66,0.8999999999999995,7.8
4.681241237375588,-1.64,239.2,1,0,1.2,1,2.08,1.52,1183.0,4.33,2.0,8.9
4.938519725176492,-1.64,239.2,1,0,1.2,1,2.08,1.52,933.0,3.35,3.5,10.4
4.829946695941636,0.14,253.28,0,1,-1.03,1,1.72,2.41,1183.0,4.33,2.0,8.9
4.919078092376074,0.14,253.28,0,1,-1.03,1,1.72,2.41,933.0,3.35,3.5,10.4
5.037426497940624,0.92,290.3,1,0,-2.42,1,2.21,2.86,1183.0,4.33,2.0,8.9
4.986954441244919,0.92,290.3,1,0,-2.42,1,2.21,2.86,933.0,3.35,3.5,10.4
4.881099218389017,0.74,277.4,1,0,-0.57,1,2.62,2.94,1183.0,4.33,2.0,8.9
5.060697840353612,0.74,277.4,1,0,-0.57,1,2.62,2.94,933.0,3.35,3.5,10.4
4.673681685968562,0.59,263.4,1,0,-0.31,1,2.36,3.24,1183.0,4.33,2.0,8.9
4.950653278415881,0.59,263.4,1,0,-0.31,1,2.36,3.24,933.0,3.35,3.5,10.4
4.274377800892541,-0.8,361.4,0,0,-2.21,1,2.44,1.09,1183.0,4.33,2.0,8.9
4.653212513775344,-0.8,361.4,0,0,-2.21,1,2.44,1.09,933.0,3.35,3.5,10.4
5.395707127239745,-0.47,267.3,1,0,0.3,1,2.59,2.06,1183.0,4.33,2.0,8.9
5.2662678894047685,-0.47,267.3,1,0,0.3,1,2.59,2.06,933.0,3.35,3.5,10.4
5.198085552761848,-1.24,267.3,0,1,-1.47,1,3.3,1.23,1183.0,4.33,2.0,8.9
5.239478237920072,-1.24,267.3,0,1,-1.47,1,3.3,1.23,933.0,3.35,3.5,10.4
4.6580596007175314,0.72,254.3,0,1,-0.85,2,2.12,2.59,1183.0,4.33,2.0,8.9
4.7656025432424265,0.72,254.3,0,1,-0.85,2,2.12,2.59,933.0,3.35,3.5,10.4
4.211507916278137,-0.44,791.1,0,0,-2.24,1,3.64,1.0,1183.0,4.33,2.0,8.9
4.477121254719663,-0.44,791.1,0,0,-2.24,1,3.64,1.0,933.0,3.35,3.5,10.4
5.2086204838826005,-1.45,330.7,0,1,-3.18,1,2.06,2.04,1183.0,4.33,2.0,8.9
5.047699977289385,-1.45,330.7,0,1,-3.18,1,2.06,2.04,933.0,3.35,3.5,10.4
5.212187604403958,1.85,250.3,0,1,-0.73,1,2.4,2.64,1183.0,4.33,2.0,8.9
5.389166084364534,1.85,250.3,0,1,-0.73,1,2.4,2.64,933.0,3.35,3.5,10.4
5.013523707470712,0.6,733.9,1,0,-0.27,0,6.07,2.75,1183.0,4.33,2.0,8.9
5.068199261967763,0.6,733.9,1,0,-0.27,0,6.07,2.75,933.0,3.35,3.5,10.4
4.311969981727994,-0.86,331.347,1,1,-2.27,1,2.3047,1.55,1183.0,4.33,2.0,8.9
4.705362104023118,-0.86,331.347,1,1,-2.27,1,2.3047,1.55,933.0,3.35,3.5,10.4
4.980474344867384,1.38,296.2,0,1,-1.3,2,2.07,2.66,1183.0,4.33,2.0,8.9
5.4111833681065376,1.38,296.2,0,1,-1.3,2,2.07,2.66,933.0,3.35,3.5,10.4
5.006935631167744,0.97,361.8,0,1,-1.69,2,2.87,2.62,1183.0,4.33,2.0,8.9
5.613841821876069,0.97,361.8,0,1,-1.69,2,2.87,2.62,933.0,3.35,3.5,10.4
5.655138434811383,2.77,236.3,0,0,-3.79,2,1.87,3.12,1183.0,4.33,2.0,8.9
5.662757831681574,2.77,236.3,0,0,-3.79,2,1.87,3.12,933.0,3.35,3.5,10.4
5.525044807036846,-3.06,749.0,1,0,0.38,0,6.33,3.5,1183.0,4.33,2.0,8.9
5.494850021680094,-3.06,749.0,1,0,0.38,0,6.33,3.5,933.0,3.35,3.5,10.4
6.8223549128756975,2.24,239.3,1,0,-3.92,2,2.21,4.17,1140.0,4.7,2.6,9.5
6.361727836017593,1.29,119.127,0,0,-1.21,1,0.8642,2.17,1140.0,4.7,2.6,9.5
6.060697840353613,-0.64,152.11,0,1,-1.45,0,0.784,1.0,1140.0,4.7,2.6,9.5
5.952227218204,-1.85,170.25,1,0,1.56,0,1.85,1.61,1140.0,4.7,2.6,9.5
5.884421420569521,1.12,218.26,0,0,-1.93,1,1.77,2.14,1140.0,4.7,2.6,9.5
6.0,0.42,362.44,0,1,-2.92,0,2.8,1.93,1140.0,4.7,2.6,9.5
6.018885344160373,-2.25,150.24,1,0,0.83,1,1.65,2.4,1140.0,4.7,2.6,9.5
5.884606581297931,-0.49,183.18,0,1,0.24,1,1.18,1.0,1140.0,4.7,2.6,9.5
5.731906062431007,-0.2,186.22,0,1,0.08,1,1.45,1.43,1140.0,4.7,2.6,9.5
5.361727836017594,-0.59,126.12,0,0,-1.69,0,0.76,1.51,1140.0,4.7,2.6,9.5
5.703768887217787,-0.73,266.25,0,1,-0.42,2,2.05,2.86,1140.0,4.7,2.6,9.5
5.487340419901348,-0.71,172.2,0,1,0.37,1,1.28,1.21,1140.0,4.7,2.6,9.5
5.123384908539679,-1.43,151.25,1,0,-2.17,0,1.42,3.12,1140.0,4.7,2.6,9.5
5.18089014193745,-1.49,163.15,0,1,1.22,0,0.9757,0.623,1140.0,4.7,2.6,9.5
4.865301426102544,0.06,207.24,0,0,-1.47,0,1.64,1.0,1140.0,4.7,2.6,9.5
5.42441490420366,-0.62,613.91,0,1,-3.82,1,2.34,1.0,1140.0,4.7,2.6,9.5
4.2403321553103694,-1.49,163.15,0,1,1.22,0,0.9757,0.623,1030.0,1.8,1.1999999999999993,8.1
4.933053210369387,-1.43,151.25,1,0,-2.17,0,1.42,3.12,1030.0,1.8,1.1999999999999993,8.1
5.423436395756886,1.29,119.127,0,0,-1.21,1,0.8642,2.17,1030.0,1.8,1.1999999999999993,8.1
5.388180171382881,2.77,236.3,0,0,-3.79,2,1.87,3.12,1030.0,1.8,1.1999999999999993,8.1
5.388180171382881,-0.2,186.22,0,1,0.08,1,1.45,1.43,1030.0,1.8,1.1999999999999993,8.1
4.64248864838357,0.1,231.26,0,0,-1.37,1,1.78,1.06,1030.0,1.8,1.1999999999999993,8.1
4.106053392447927,-1.27,171.24,1,1,-1.12,0,1.4423,1.77,1030.0,1.8,1.1999999999999993,8.1
4.045757490560675,-2.32,201.31,1,0,1.64,0,2.06,1.0,1030.0,1.8,1.1999999999999993,8.1
5.532168821050568,-0.59,126.12,0,0,-1.69,0,0.76,1.51,1030.0,1.8,1.1999999999999993,8.1
5.353208007329052,1.12,218.26,0,0,-1.93,1,1.77,2.14,1030.0,1.8,1.1999999999999993,8.1
4.890855530574932,0.14,253.28,0,1,-1.03,1,1.72,2.41,1030.0,1.8,1.1999999999999993,8.1
6.211387552936859,1.03,211.268,1,0,-3.6,2,1.7215,3.220108088040055,1260.0,3.9,-0.6000000000000005,6.3
5.521661015112073,1.29,119.127,0,0,-1.21,1,0.8642,2.173186268412274,1260.0,3.9,-0.6000000000000005,6.3
4.74989522940862,-0.4,215.24,0,1,-2.37,1,1.3086,1.7781512503836436,1260.0,3.9,-0.6000000000000005,6.3
5.8971870765801535,-0.23,208.23,0,1,-3.01,2,1.425,2.041392685158225,1260.0,3.9,-0.6000000000000005,6.3
5.945042239990235,1.83,145.161,0,0,-1.55,2,1.103,3.305351369446624,1260.0,3.9,-0.6000000000000005,6.3
5.128872634936163,1.35,139.11,0,1,-1.43,1,0.9493,2.462397997898956,1260.0,3.9,-0.6000000000000005,6.3
7.333246851191278,1.91,203.24,1,0,-3.27,2,1.5844,2.322219294733919,1260.0,3.9,-0.6000000000000005,6.3
5.163865291836085,-1.49,163.15,0,1,1.22,0,0.9757,0.6232492903979004,1260.0,3.9,-0.6000000000000005,6.3
7.410423058883491,1.8,191.19,1,0,-2.65,1,1.3613,2.6020599913279625,1260.0,3.9,-0.6000000000000005,6.3
5.305618782509852,-0.86,331.347,1,1,-2.27,1,2.3047,1.550228353055094,1260.0,3.9,-0.6000000000000005,6.3
3.366182092745813,-1.72,99.177,1,0,1.03,0,0.9452,2.1583624920952498,1260.0,3.9,-0.6000000000000005,6.3
5.670324692187282,2.69,222.24,0,0,-2.72,1,1.7106,2.0211892990699383,1260.0,3.9,-0.6000000000000005,6.3
4.758237605903041,-1.27,171.24,1,1,-1.12,0,1.4423,1.7708520116421442,1260.0,3.9,-0.6000000000000005,6.3
4.922229031809997,-3.93,102.097,1,0,2.28,0,0.7623,1.8000293592441343,1260.0,3.9,-0.6000000000000005,6.3
5.83840231590421,-0.25,214.65,0,1,-2.95,1,1.5355,1.683947130751512,1260.0,3.9,-0.6000000000000005,6.3
5.66640896740905,0.17,375.48,1,0,-1.45,1,2.9612,3.9500239065233274,1260.0,3.9,-0.6000000000000005,6.3
5.773036578672063,0.14,253.28,0,1,-1.03,1,1.72,2.4149733479708178,1260.0,3.9,-0.6000000000000005,6.3
4.131732913737455,-2.54,130.25,1,0,0.450249108319361,0,1.36,1.9590413923210936,1260.0,3.9,-0.6000000000000005,6.3
5.41359667124785,0.24,263.38,1,0,-0.16,1,2.23,2.690196080028514,1260.0,3.9,-0.6000000000000005,6.3
4.329971684899451,1.18,182.156,0,0,-1.21,0,1.3934,1.8129133566428557,1260.0,3.9,-0.6000000000000005,6.3
6.191417816678108,1.03,211.268,1,0,-3.6,2,1.7215,3.220108088040055,1255.0,1.4,2.6,9.5
5.214313710038058,1.29,119.127,0,0,-1.21,1,0.8642,2.173186268412274,1255.0,1.4,2.6,9.5
5.204436532559183,-0.4,215.24,0,1,-2.37,1,1.3086,1.7781512503836436,1255.0,1.4,2.6,9.5
6.149078731625927,-0.23,208.23,0,1,-3.01,2,1.425,2.041392685158225,1255.0,1.4,2.6,9.5
5.782040193874953,1.83,145.161,0,0,-1.55,2,1.103,3.305351369446624,1255.0,1.4,2.6,9.5
5.312212747547085,1.35,139.11,0,1,-1.43,1,0.9493,2.462397997898956,1255.0,1.4,2.6,9.5
5.398594008846146,-1.49,163.15,0,1,1.22,0,0.9757,0.6232492903979004,1255.0,1.4,2.6,9.5
6.488338889379558,1.8,191.19,1,0,-2.65,1,1.3613,2.6020599913279625,1255.0,1.4,2.6,9.5
5.739262532912435,-0.86,331.347,1,1,-2.27,1,2.3047,1.550228353055094,1255.0,1.4,2.6,9.5
3.5552472994325965,-1.72,99.177,1,0,1.03,0,0.9452,2.1583624920952498,1255.0,1.4,2.6,9.5
5.812874157581777,2.69,222.24,0,0,-2.72,1,1.7106,2.0211892990699383,1255.0,1.4,2.6,9.5
4.6826070838900815,-1.27,171.24,1,1,-1.12,0,1.4423,1.7708520116421442,1255.0,1.4,2.6,9.5
5.180865785399244,-3.93,102.097,1,0,2.28,0,0.7623,1.8000293592441343,1255.0,1.4,2.6,9.5
6.1633249929311775,-0.25,214.65,0,1,-2.95,1,1.5355,1.683947130751512,1255.0,1.4,2.6,9.5
7.21340507193121,0.17,375.48,1,0,-1.45,1,2.9612,3.9500239065233274,1255.0,1.4,2.6,9.5
6.199600443640184,0.14,253.28,0,1,-1.03,1,1.72,2.4149733479708178,1255.0,1.4,2.6,9.5
3.60913,-2.54,130.25,1,0,0.450249108319361,0,1.36,1.9590413923210936,1255.0,1.4,2.6,9.5
6.53258653532504,0.24,263.38,1,0,-0.16,1,2.23,2.690196080028514,1255.0,1.4,2.6,9.5
5.355690196556501,1.18,182.156,0,0,-1.21,0,1.3934,1.8129133566428557,1255.0,1.4,2.6,9.5
5.728474709096593,1.03,211.268,1,0,-3.6,2,1.7215,3.220108088040055,1200.0,9.2,-4.2,2.7
4.638037193672004,1.29,119.127,0,0,-1.21,1,0.8642,2.173186268412274,1200.0,9.2,-4.2,2.7
3.8221674683275824,-0.4,215.24,0,1,-2.37,1,1.3086,1.7781512503836436,1200.0,9.2,-4.2,2.7
5.089182289128787,-0.23,208.23,0,1,-3.01,2,1.425,2.041392685158225,1200.0,9.2,-4.2,2.7
5.584821208257022,1.83,145.161,0,0,-1.55,2,1.103,3.305351369446624,1200.0,9.2,-4.2,2.7
5.446920765511881,1.35,139.11,0,1,-1.43,1,0.9493,2.462397997898956,1200.0,9.2,-4.2,2.7
3.124793357419907,-1.49,163.15,0,1,1.22,0,0.9757,0.6232492903979004,1200.0,9.2,-4.2,2.7
6.501691993562252,1.8,191.19,1,0,-2.65,1,1.3613,2.6020599913279625,1200.0,9.2,-4.2,2.7
5.2673625132672734,-0.86,331.347,1,1,-2.27,1,2.3047,1.550228353055094,1200.0,9.2,-4.2,2.7
3.002171274823259,-1.72,99.177,1,0,1.03,0,0.9452,2.1583624920952498,1200.0,9.2,-4.2,2.7
5.502588832075909,2.69,222.24,0,0,-2.72,1,1.7106,2.0211892990699383,1200.0,9.2,-4.2,2.7
3.91358729696889,-1.27,171.24,1,1,-1.12,0,1.4423,1.73,1200.0,9.2,-4.2,2.7
5.410587734320932,-3.93,102.097,1,0,2.28,0,0.7623,1.8000293592441343,1200.0,9.2,-4.2,2.7
4.42004395309969,-0.25,214.65,0,1,-2.95,1,1.5355,1.683947130751512,1200.0,9.2,-4.2,2.7
6.40890993194966,0.17,375.48,1,0,-1.45,1,2.9612,3.9500239065233274,1200.0,9.2,-4.2,2.7
5.34410746066613,0.14,253.28,0,1,-1.03,1,1.72,2.4149733479708178,1200.0,9.2,-4.2,2.7
3.084281111147922,-2.54,130.25,1,0,0.450249108319361,0,1.36,1.9590413923210936,1200.0,9.2,-4.2,2.7
5.285653133457376,0.24,263.38,1,0,-0.16,1,2.23,2.690196080028514,1200.0,9.2,-4.2,2.7
3.985561187773345,1.18,182.156,0,0,-1.21,0,1.3934,1.8129133566428557,1200.0,9.2,-4.2,2.7
5.974050902792877,0.29,230.26,0,1,-0.69,2,1.92,2.53,1030.0,,,
5.7450747915820575,0.29,230.26,0,1,-0.69,2,1.92,2.53,1030.0,,,
6.128076012668715,2.77,236.3,0,0,-3.79,2,1.87,3.12,1156.0,,,
6.050379756261457,2.77,236.3,0,0,-3.79,2,1.87,3.12,1156.0,,,
6.222716471147583,1.38,296.2,0,1,-1.3,2,2.07,2.66,1615.0,,-0.7600000000000007,6.14
5.217483944213907,0.91,151.16,0,0,-1.13,1,1.21,1.65,1615.0,,-0.7600000000000007,6.14
6.290924559382754,2.77,236.3,0,0,-3.79,2,1.87,3.12,1615.0,,-0.7600000000000007,6.14
6.783903579272735,-0.68,336.42,1,0,-0.87,1,3.01,1.4,771.5,,4.6,11.5
6.715167357848458,-1.78,266.34,1,0,0.43,1,2.37,1.83,771.5,,4.6,11.5
6.965201701025912,2.77,236.3,0,0,-3.79,2,1.87,3.12,771.5,,4.6,11.5
4.027349607774757,0.06,207.24,0,0,-1.47,0,1.64,1.0,1054.0,0.6,0.3999999999999994,7.6
4.243038048686294,0.06,207.24,0,0,-1.47,0,1.64,1.0,1003.0,0.57,-0.5,6.7
4.190331698170292,0.06,207.24,0,0,-1.47,0,1.64,1.0,993.0,1.3,0.3999999999999994,7.6
4.138302698166282,0.06,207.24,0,0,-1.47,0,1.64,1.0,945.0,1.5,-0.6000000000000005,6.6
4.161966616364075,0.06,207.24,0,0,-1.47,0,1.64,1.0,1047.0,1.65,-0.5,6.7
3.741939077729199,0.06,207.24,0,0,-1.47,0,1.64,1.0,982.0,2.9,-0.7999999999999998,6.4
4.8402629644176125,0.21,135.21,0,1,0.63,1,1.46,2.46,1054.0,0.6,0.3999999999999994,7.6
4.873320601815399,0.21,135.21,0,1,0.63,1,1.46,2.46,1003.0,0.57,-0.5,6.7
4.851258348719076,0.21,135.21,0,1,0.63,1,1.46,2.46,993.0,1.3,0.3999999999999994,7.6
4.846800854279478,0.21,135.21,0,1,0.63,1,1.46,2.46,945.0,1.5,-0.6000000000000005,6.6
4.874191804679072,0.21,135.21,0,1,0.63,1,1.46,2.46,1047.0,1.65,-0.5,6.7
4.850646235183066,0.21,135.21,0,1,0.63,1,1.46,2.46,982.0,2.9,-0.7999999999999998,6.4
4.849112166184577,-2.25,150.24,1,0,0.83,1,1.65,2.4,1054.0,0.6,0.3999999999999994,7.6
4.921790485658187,-2.25,150.24,1,0,0.83,1,1.65,2.4,1003.0,0.57,-0.5,6.7
4.8816699076720615,-2.25,150.24,1,0,0.83,1,1.65,2.4,993.0,1.3,0.3999999999999994,7.6
4.9084850188786495,-2.25,150.24,1,0,0.83,1,1.65,2.4,945.0,1.5,-0.6000000000000005,6.6
4.916611845109346,-2.25,150.24,1,0,0.83,1,1.65,2.4,1047.0,1.65,-0.5,6.7
4.913283901760418,-2.25,150.24,1,0,0.83,1,1.65,2.4,982.0,2.9,-0.7999999999999998,6.4
2.6020599913279625,-1.03,84.08,0,0,0.23,0,0.666,0.95,1054.0,0.6,0.3999999999999994,7.6
3.3344537511509307,-1.03,84.08,0,0,0.23,0,0.666,0.95,1003.0,0.57,-0.5,6.7
3.1760912590556813,-1.03,84.08,0,0,0.23,0,0.666,0.95,993.0,1.3,0.3999999999999994,7.6
3.505149978319906,-1.03,84.08,0,0,0.23,0,0.666,0.95,945.0,1.5,-0.6000000000000005,6.6
3.161368002234975,-1.03,84.08,0,0,0.23,0,0.666,0.95,1047.0,1.65,-0.5,6.7
2.929418925714293,-1.03,84.08,0,0,0.23,0,0.666,0.95,982.0,2.9,-0.7999999999999998,6.4
3.290034611362518,-2.21,158.15,0,1,2.15,0,0.947,0.38,1054.0,0.6,0.3999999999999994,7.6
3.649334858712142,-2.21,158.15,0,1,2.15,0,0.947,0.38,1003.0,0.57,-0.5,6.7
3.6232492903979,-2.21,158.15,0,1,2.15,0,0.947,0.38,993.0,1.3,0.3999999999999994,7.6
3.575187844927661,-2.21,158.15,0,1,2.15,0,0.947,0.38,945.0,1.5,-0.6000000000000005,6.6
3.164352855784437,-2.21,158.15,0,1,2.15,0,0.947,0.38,1047.0,1.65,-0.5,6.7
3.008600171761917,-2.21,158.15,0,1,2.15,0,0.947,0.38,982.0,2.9,-0.7999999999999998,6.4
4.4252080511386565,-1.49,163.15,0,1,1.22,0,0.9757,0.6232492903979004,1054.0,0.6,0.3999999999999994,7.6
4.467519313989927,-1.49,163.15,0,1,1.22,0,0.9757,0.6232492903979004,1003.0,0.57,-0.5,6.7
4.484299839346786,-1.49,163.15,0,1,1.22,0,0.9757,0.6232492903979004,993.0,1.3,0.3999999999999994,7.6
4.459392487759231,-1.49,163.15,0,1,1.22,0,0.9757,0.6232492903979004,945.0,1.5,-0.6000000000000005,6.6
4.430558769522757,-1.49,163.15,0,1,1.22,0,0.9757,0.6232492903979004,1047.0,1.65,-0.5,6.7
4.087248867795658,-1.49,163.15,0,1,1.22,0,0.9757,0.6232492903979004,982.0,2.9,-0.7999999999999998,6.4
4.1003705451175625,-1.43,151.25,1,0,-2.17,0,1.42,3.12,1054.0,0.6,0.3999999999999994,7.6
4.325597752860019,-1.43,151.25,1,0,-2.17,0,1.42,3.12,1003.0,0.57,-0.5,6.7
4.218535505216527,-1.43,151.25,1,0,-2.17,0,1.42,3.12,993.0,1.3,0.3999999999999994,7.6
4.2552725051033065,-1.43,151.25,1,0,-2.17,0,1.42,3.12,945.0,1.5,-0.6000000000000005,6.6
4.344392273685111,-1.43,151.25,1,0,-2.17,0,1.42,3.12,1047.0,1.65,-0.5,6.7
4.334453751150931,-1.43,151.25,1,0,-2.17,0,1.42,3.12,982.0,2.9,-0.7999999999999998,6.4
4.841171694499532,1.38,296.2,0,1,-1.3,2,2.07,2.66,993.0,1.3,0.3999999999999994,7.6
4.843855422623161,1.38,296.2,0,1,-1.3,2,2.07,2.66,945.0,1.5,-0.6000000000000005,6.6
4.842609239610562,1.38,296.2,0,1,-1.3,2,2.07,2.66,982.0,2.9,-0.7999999999999998,6.4
4.281033367247727,-0.62,613.91,0,1,-3.82,1,2.34,1.0,1054.0,0.6,0.3999999999999994,7.6
4.318063334962762,-0.62,613.91,0,1,-3.82,1,2.34,1.0,1003.0,0.57,-0.5,6.7
4.264817823009537,-0.62,613.91,0,1,-3.82,1,2.34,1.0,993.0,1.3,0.3999999999999994,7.6
4.2405492482826,-0.62,613.91,0,1,-3.82,1,2.34,1.0,945.0,1.5,-0.6000000000000005,6.6
4.332438459915605,-0.62,613.91,0,1,-3.82,1,2.34,1.0,1047.0,1.65,-0.5,6.7
4.294466226161593,-0.62,613.91,0,1,-3.82,1,2.34,1.0,982.0,2.9,-0.7999999999999998,6.4
4.806519134080705,1.12,218.26,0,0,-1.93,1,1.77,2.14,1054.0,0.6,0.3999999999999994,7.6
4.817300878393321,1.12,218.26,0,0,-1.93,1,1.77,2.14,1003.0,0.57,-0.5,6.7
4.80174661921946,1.12,218.26,0,0,-1.93,1,1.77,2.14,993.0,1.3,0.3999999999999994,7.6
4.818687663441514,1.12,218.26,0,0,-1.93,1,1.77,2.14,945.0,1.5,-0.6000000000000005,6.6
4.832317269922262,1.12,218.26,0,0,-1.93,1,1.77,2.14,1047.0,1.65,-0.5,6.7
4.78161178249315,1.12,218.26,0,0,-1.93,1,1.77,2.14,982.0,2.9,-0.7999999999999998,6.4
4.663229634532867,-0.49,183.18,0,1,0.24,1,1.18,1.0,1054.0,0.6,0.3999999999999994,7.6
4.677150521273433,-0.49,183.18,0,1,0.24,1,1.18,1.0,1003.0,0.57,-0.5,6.7
4.6679196853173615,-0.49,183.18,0,1,0.24,1,1.18,1.0,993.0,1.3,0.3999999999999994,7.6
4.678062904974345,-0.49,183.18,0,1,0.24,1,1.18,1.0,945.0,1.5,-0.6000000000000005,6.6
4.680788611506682,-0.49,183.18,0,1,0.24,1,1.18,1.0,1047.0,1.65,-0.5,6.7
4.629919035503542,-0.49,183.18,0,1,0.24,1,1.18,1.0,982.0,2.9,-0.7999999999999998,6.4
4.727134423760488,0.14,253.28,0,1,-1.03,1,1.72,2.4149733479708178,1054.0,0.6,0.3999999999999994,7.6
